HOUR of YEAR,HOUR-MST,Avg Global Horizontal [W/m^2],Avg Avg Wind Speed @ 50m [m/s]
1986,18,123.4948,5.0881
1987,19,-6.5831,5.7909
1988,20,-5.4164,4.034
1989,21,-1.31,4.4194
1990,22,-3.2069,2.57
1991,23,-2.0501,4.9141
1992,0,-5.5571,3.0054
1993,1,-4.6823,3.1457
1994,2,-3.6011,2.6746
1995,3,-3.3682,5.8978
1996,4,1.3717,3.2469
1997,5,-0.4766,4.0689
1998,6,-3.2238,4.4618
1999,7,11.3905,0.8818
2000,8,30.8483,2.5417
2001,9,57.0689,2.8168
2002,10,88.0409,3.3686
2003,11,126.0721,6.7886
2004,12,228.7052,6.7068
2005,13,536.4352,3.5772
2006,14,324.6403,1.671
2007,15,156.5637,4.0395
2008,16,285.1351,4.3095
2009,17,337.6007,2.7572
2010,18,56.0916,1.3836
2011,19,-10.5183,1.1783
2012,20,-3.5363,1.9502
2013,21,-4.2747,1.8281
2014,22,-3.7534,3.1712
2015,23,-2.4522,5.6729
2016,0,-1.3354,3.5542
2017,1,0.6432,5.8181
2018,2,-1.3637,4.5399
2019,3,-0.5788,10.8198
2020,4,-2.0835,10.1646
2021,5,-4.9963,4.3206
2022,6,-0.9293,3.989
2023,7,74.9922,3.5476
2024,8,255.8432,9.1416
2025,9,447.609,10.3669
2026,10,592.7225,7.5247
2027,11,665.0713,6.0829
